res_address
Αγία Βαρβάρα
Αιγάλεω,Ιεράπολη
Αιγάλεω,Νταμαράκια
Κορυδαλλός,Όριο Αγίας Βαρβάρας
Αγία Βαρβάρα,Κέντρο
Κορυδαλλός,Νεκροταφείο Νίκαιας
Αγία Βαρβάρα,Λοιμωδών
Κορυδαλλός
Αγία Παρασκευή,Προφήτης Ηλίας
Χαλάνδρι,Άνω Νέο Χαλάνδρι
Χολαργός,Τσακός
Χολαργός,Άνω Χολαργός
Αγία Παρασκευή,Τσακός
Αγία Παρασκευή,Παράδεισος
Αγία Παρασκευή, Πευκάκια
Αγία Παρασκευή,Κοντόπευκο
Χαλάνδρι,Μεταμόρφωση
Αγία Παρασκευή,Ηπείρου
Νέα Ζωή
Αγία Παρασκευή
Αγία Παρασκευή,Σταυρός
Προφήτης Ηλίας
Χολαργός
Αγία Παρασκευή,Αγιάννης
Χαλάνδρι,Κάτω Χαλάνδρι
Γέρακας,Σταυρός
Άνω Πατήσια
Τρεις Γέφυρες
Άγιος Ελευθέριος
Νέα Χαλκηδόνα,Κέντρο
Άγιοι Ανάργυροι,Ανάκασα
Αχαρνές,Γεροβουνό
Καματερό
Άγιοι Ανάργυροι
Νέα Χαλκηδόνα,Χρυσαλλίδα
Άγιοι Ανάργυροι,Κέντρο
Άγιοι Ανάργυροι,Ανάληψη
Κάτω Πατήσια
Νέα Φιλαδέλφεια Αττικής,Νησίδα
Νέα Φιλαδέλφεια,Αμπέλια
Προμπονά
Άγιος Δημήτριος Αττικής,Μοναστήριο
Άγιος Δημήτριος Αττικής,Ασύρματος
Άλιμος,Εκτελωνιστών - Εφοριακών
Άγιος Δημήτριος Αττικής,Ανθέων
Άγιος Δημήτριος Αττικής,Νεκροταφείο Καλλιθέας
Άγιος Δημήτριος Αττικής,Τσουκάλι
Άγιος Δημήτριος Αττικής,Σούλι
Άγιος Δημήτριος Αττικής,Εθνικής Αντιστάσεως
Άγιος Δημήτριος Αττικής,Κέντρο
Άγιος Δημήτριος Αττικής,Νεκροταφείο
Παλαιό Φάληρο,Αγιά Βαρβάρα
Άγιος Δημήτριος Αττικής,Ελιά
Άλιμος,Αμπελάκια
Νέα Σμύρνη,Κέντρο
Νέα Σμύρνη,Άνω Νέα Σμύρνη
Παλαιό Φάληρο,Νεκροταφεία
Άγιος Δημήτριος Αττικής,Κοψαχείλα
Ηλιούπολη,Κάτω Ηλιούπολη
Ανω Πόλη
Άγιος Παύλος,Αγιος Παύλος
Αγιος Παύλος
Θεσσαλονίκη
Άγιος Νικόλαος
Αμπελόκηποι
Λόφος Ακρόπολης
Πλατεία Αμερικής
Ηπείρου
Κολιάτσου
Άγιος Λουκάς
Άνω Κυψέλη
Ελληνορώσων
Κολωνάκι
Νέα Κυψέλη
Πλατεία Βάθης
Άγιος Ιωάννης
Άνω Πετράλωνα
Κουντουριώτικα
Μακρυγιάννη (Ακρόπολη)
Μπακνανά
Πανόρμου
Πλατεία Βικτωρίας
Σεπόλια
Χίλτον
Πλατεία Αττικής
Κέντρο
Κολωνός
Κυψέλη
Μετς
Μουσείο
Νέα Φιλοθέη
Βύρωνας,Μεταμόρφωση
Ζωγράφου,Ιλίσια
Ζωοδόχος Πηγή
Καλλιθέα,Λόφος Φιλαρέτου
Καλλιθέα,Σταθμός ΗΣΑΠ Ταύρου
Καλλιθέα,Χαροκόπου
Άγιος Αρτέμιος
Φιλοθέη
Κεραμεικός
